score,comments,crossposts,time_in_minutes
5476,584,1,840
5393,663,3,900
8015,386,1,1050
5928,113,0,1260
5873,542,1,570
5706,368,0,180
4987,359,1,600
4739,207,0,1380
4567,606,1,630
4357,282,2,1140
4351,312,0,600
4326,97,0,810
35706,1104,1,840
30597,2043,0,630
26869,302,0,1140
22315,489,14,180
21048,353,4,30
19397,681,0,900
19126,408,7,690
18706,456,2,1290
18141,339,0,1050
18084,331,1,990
39972,1784,7,210
22095,390,2,990
16834,183,2,1050
11868,347,1,120
11668,235,7,720
11362,399,3,120
11195,156,4,870
10883,165,4,1140
9771,370,4,120
9655,146,3,570
139155,1826,3,1230
99425,3968,0,810
26109,1757,0,1050
25275,736,2,960
23578,469,3,1050
14881,477,0,840
10690,767,12,930
10473,359,3,90
10360,366,4,1410
23225,1898,0,210
21789,810,0,300
19262,3648,0,660
17480,1350,0,60
15034,919,0,540
15001,1844,0,330
12326,630,0,750
11901,279,0,60
10329,2672,0,780
8405,1517,0,60
6863,195,1,1350
4923,184,1,60
4671,176,0,810
4612,166,2,1320
3942,105,4,1020
3919,150,1,1020
3915,398,0,810
3804,65,1,1050
3629,520,0,450
3516,133,1,810
6304,301,2,120
6134,127,1,270
4719,210,1,870
4428,90,1,1080
4083,116,1,900
3675,60,4,1200
3638,162,0,1230
3397,94,2,600
3204,88,0,930
3206,68,1,660
5593,1362,2,1080
5584,467,2,810
5553,689,1,900
5133,656,0,1140
5008,368,0,1110
4942,252,1,1200
4858,656,0,960
4832,1199,0,1200
4562,322,0,990
4523,360,0,0
28078,1661,17,780
8074,231,0,210
13472,554,0,900
11575,279,0,1050
7706,176,0,1200
6006,105,0,90
5443,96,2,150
5414,65,1,30
216145,22986,11,1200
201651,2718,14,330
126761,2799,2,1050
121796,2615,2,1080
116907,16750,1,90
97547,16377,1,990
97725,17705,2,1020
96471,15049,12,1050
6639,264,73,1320
5644,159,0,1290
4416,71,3,1110
4363,194,0,930
4038,96,0,1170
3958,75,5,1230
3917,201,4,990
3847,176,1,1290
3610,161,0,270
3621,119,0,960
2211,63,0,780
1917,41,0,1320
1467,64,0,1170
1408,64,0,1170
1237,189,0,810
1114,49,0,150
1081,91,0,840
1024,73,0,570
961,49,0,1380
953,157,0,870
139065,1967,24,150
134280,1156,15,1050
132732,3156,27,750
128739,1576,252,1230
125059,1490,8,780
124490,1928,11,1350
124129,3571,13,1020
118760,1682,43,600
116774,1299,27,930
112082,1213,18,780
131694,3469,6,990
116587,3941,6,1110
116033,5668,5,1350
91948,2505,20,1050
82819,3489,8,990
76075,6134,6,1290
74679,2440,3,450
73095,2381,4,60
70928,1797,2,1290
69051,2325,0,900
6314,557,7,1260
5755,328,8,510
5501,286,5,510
4485,244,3,810
4394,269,1,930
3834,150,2,1260
3688,72,0,810
3533,119,1,750
3407,161,2,1320
3225,234,0,1110
3636,229,2,990
2999,46,1,1410
2908,136,2,570
2772,121,3,60
2775,183,1,180
2586,60,0,210
2526,24,0,510
2511,97,2,1230
2412,208,0,1140
2403,176,0,960
8822,115,0,870
8229,400,0,990
7935,273,0,840
7761,41,1,1020
7291,110,2,1170
7007,164,0,990
6978,140,0,60
6802,127,0,1290
6496,230,0,870
5811,112,1,1110
10483,134,11,0
7895,111,0,30
6984,249,6,180
6704,273,5,720
6632,425,3,900
6536,217,3,1140
6345,370,5,600
6166,112,0,1110
6158,91,2,1050
5915,269,0,1260
18884,337,2,690
16991,387,3,1170
13541,329,9,1320
12974,343,5,120
12446,93,4,1290
11936,272,2,750
10474,247,3,900
10438,121,2,960
10045,167,4,1350
10028,156,8,720
15758,387,8,270
12004,283,2,960
11921,242,2,690
11836,159,1,1050
10081,320,5,1260
7387,356,2,1350
6231,186,3,960
6146,207,9,1140
6058,104,1,600
5939,280,1,1050
20603,2242,15,510
17086,1391,0,660
11675,2375,12,930
10538,1352,3,420
10311,1491,3,600
9961,1033,0,390
7813,1087,1,540
7792,820,1,540
7658,225,2,810
7634,947,2,540
62312,1044,24,780
49767,401,3,840
46148,469,2,810
41796,373,5,690
39895,742,3,60
34951,258,5,390
32161,264,14,1260
30073,344,8,1020
29280,203,2,630
28698,287,9,870
11021,207,2,1050
10481,433,2,1260
10425,199,6,1140
10203,480,6,900
9714,366,2,1140
9369,526,5,900
8678,372,3,180
8515,361,4,480
8326,257,0,330
8267,298,3,240
137522,2368,21,930
84155,6342,15,210
78180,1794,4,210
75338,1156,10,810
75133,1645,7,1290
70800,1274,6,1020
69424,1309,4,30
67943,1544,8,1230
67177,1622,3,1080
65531,2232,4,1230
2173,17,16,660
1790,29,1,300
1664,48,1,720
1314,22,1,0
1302,17,3,90
1285,31,0,240
1255,106,0,1020
1246,24,4,600
1215,21,3,840
1173,27,0,1170
39688,3045,8,870
28385,4118,3,900
26957,2616,3,750
26076,5752,4,210
23513,6405,8,810
21375,2851,2,990
20545,1545,1,1110
19649,2803,0,840
18395,161,1,390
18352,4369,3,450
9700,216,9,930
9230,207,2,1080
8693,265,3,690
8121,131,2,1260
7627,102,2,720
6523,108,2,1350
6504,117,1,1140
6453,205,0,1260
6408,128,1,900
6281,140,7,270
8933,40,0,690
7083,181,0,540
7048,109,0,1170
6271,319,2,480
6235,259,1,1230
4663,69,0,840
40646,838,1,1350
34686,447,1,840
31071,293,7,840
29129,240,4,330
24320,357,0,330
23496,742,2,0
22101,375,4,930
21709,346,2,1380
21215,913,10,1050
20884,508,7,1260
6734,180,12,810
5224,126,2,630
4502,111,7,270
4256,234,7,900
3789,220,2,570
3592,577,2,1200
3302,116,5,630
3051,167,12,1320
2979,75,1,1020
2926,79,3,1290
24119,1855,0,990
14598,2186,0,900
8201,235,0,1320
7476,1825,0,900
5707,67,0,240
5239,76,1,1050
4578,154,0,750
4277,307,0,1050
4243,76,0,1260
4143,113,3,1380
38893,180,7,1200
37672,214,4,750
31425,243,5,1140
31142,585,0,180
30178,289,3,1020
29577,772,0,120
26419,936,5,900
25891,254,0,30
23371,1062,3,1080
23321,588,1,870
9062,152,3,0
8722,186,4,1380
3662,154,0,1380
3046,219,0,1260
2865,38,1,1260
2766,140,0,270
2688,46,0,0
2675,66,1,30
2457,59,0,90
2391,70,0,90
11510,1022,1,1080
9125,2125,4,750
8304,554,1,0
7915,838,2,900
7838,1226,0,30
7634,986,0,1110
7543,953,0,900
6591,1857,3,1380
6437,2382,1,150
5653,517,1,1290
37917,1180,23,930
26315,467,1,1020
21450,382,3,270
20496,381,0,1350
20374,305,0,1110
19643,332,0,1230
19249,305,4,270
18603,193,2,690
17690,244,4,0
17516,232,4,630
4286,199,0,90
4228,272,2,570
3515,233,0,1380
3241,500,1,1380
3012,129,1,90
2747,106,0,1140
2370,68,0,870
2330,289,1,210
2311,86,0,1350
2244,145,0,1050
53236,349,0,1410
14961,1005,0,960
8527,131,0,510
8322,485,1,540
8151,154,0,990
6629,297,0,750
6605,161,3,600
6129,849,0,690
5903,475,0,1350
5674,82,0,870
17272,414,70,1290
10653,271,23,840
8594,210,17,990
6942,89,1,990
6591,180,1,1050
6215,269,0,780
6202,119,4,1290
6167,149,3,870
5788,57,1,1350
5716,193,4,1170
1786,635,2,1170
1345,340,0,1380
1044,76,0,90
857,0,0,390
820,184,1,900
700,94,1,840
674,234,4,810
619,287,0,360
570,133,3,1410
576,114,0,870
36261,489,4,1290
34083,628,0,780
24806,493,0,150
23892,340,0,900
21954,319,0,1380
21821,214,1,1260
19434,376,1,720
18489,143,0,1170
17622,128,1,1320
17117,145,0,150
9200,544,3,690
6770,151,1,1290
5462,120,1,210
5444,133,3,120
4493,404,0,0
4462,230,0,510
4298,189,3,1260
4121,104,1,870
4028,58,1,1290
3851,99,0,1140
192637,5598,41,1110
152505,3081,28,750
151763,430,17,900
149234,3408,13,960
146017,2168,45,690
145838,7364,38,1200
143844,4809,17,840
142010,108,13,1170
138040,6282,15,1260
137816,2467,21,120
35438,412,0,1200
32921,365,9,780
30605,397,10,750
28203,169,0,660
26434,170,4,570
26284,221,3,1200
23458,174,0,1170
23226,274,3,210
21710,271,0,930
21228,420,2,1140
3446,191,1,390
4522,189,0,1410
3909,163,2,1380
3735,204,2,750
3699,245,0,660
3534,124,0,1290
3407,120,0,930
3353,421,0,1050
3312,59,0,1380
42648,527,10,1380
37814,277,13,60
36656,303,5,1320
34422,452,8,990
33264,183,6,930
31670,276,2,540
31098,448,0,630
30535,291,3,840
29872,654,10,1410
29282,175,5,1290
5339,202,62,1230
2857,166,36,900
1818,74,2,1170
1728,43,22,1200
1734,24,1,1140
1599,113,3,1200
1482,143,2,930
1410,68,3,330
1401,86,15,1320
1383,29,8,270
18482,515,29,180
18281,335,6,360
16786,750,5,480
15760,440,1,900
13935,948,0,1140
13112,1968,0,0
12964,658,0,1410
10563,1172,0,1320
9792,513,2,810
9507,665,0,240
63434,3599,30,960
61574,3780,10,1170
51160,3098,10,690
46625,2112,11,960
45786,4493,22,840
39187,1244,0,1260
37108,2890,14,900
34709,3058,25,420
34449,1028,20,450
32307,2211,8,840
68774,1667,7,720
51946,1522,4,690
49477,1128,5,720
44398,619,7,720
37017,481,7,720
33731,672,22,150
33450,443,11,1170
33290,2069,16,420
32286,518,2,720
57488,157,0,120
40454,865,1,240
31849,208,1,120
30542,403,8,1410
27538,930,4,930
27414,1053,5,1110
24853,503,0,1170
24807,1884,6,1290
24388,377,1,1410
23977,376,1,1020
73292,1949,14,120
70583,187,1,1260
60976,379,1,1170
60105,205,6,1080
58662,457,7,870
58479,856,9,870
57447,384,11,1260
57190,404,8,720
56735,435,17,0
55986,2192,10,690
16593,725,8,1260
8482,363,11,1350
7367,475,1,60
6942,102,1,570
6470,176,1,840
6383,156,4,420
6358,178,11,30
6159,394,7,1290
5774,375,1,840
5549,130,22,1320
1040,60,0,390
1265,171,9,30
1240,452,2,150
1179,99,7,930
1167,211,5,960
1016,110,2,1140
956,46,11,1230
935,579,0,630
861,143,1,1080
19255,2575,15,690
7802,217,1,570
7071,1723,6,0
6336,2523,1,900
5723,2773,7,1320
5702,2119,2,1410
5403,1877,2,180
5120,151,1,30
4973,330,1,1080
4787,2432,2,1260
2078,237,6,1290
2068,278,4,990
2035,314,5,1110
1993,168,6,1200
1798,55,1,270
1793,133,3,1320
1713,152,3,1290
1646,144,1,1050
1572,91,0,1350
1557,128,6,1050
126885,2519,120,900
113260,310,0,30
90319,1736,46,60
85001,946,20,1080
81761,1141,43,900
81152,3456,21,990
77809,723,8,1080
75350,1120,17,480
73006,1047,103,1050
72496,1453,55,1080
120038,1529,37,660
105000,2343,19,930
94800,2069,18,510
90682,3262,35,1320
83142,2795,28,180
79425,1076,7,1410
78196,310,2,120
73503,1835,6,990
73010,1718,7,30
69232,1874,8,930
79097,472,0,0
77825,1022,13,60
61069,674,18,1290
60801,2205,13,960
55572,376,4,1320
53076,4693,31,1290
53062,982,13,900
49382,19066,9,930
49140,1293,7,990
47081,749,4,720
19091,144,1,690
14532,2051,0,570
14518,366,0,1110
10013,65,0,1110
9822,154,0,600
9376,533,2,390
8660,303,0,990
8292,2183,0,990
8106,327,0,1230
8003,425,0,630
30539,394,25,750
25294,707,5,1260
10040,518,0,60
9187,334,6,840
7937,322,6,930
6867,423,3,1290
7641,110,0,60
7511,224,3,1080
6439,245,1,1260
9613,4376,5,1320
7359,4322,6,1080
5101,2309,0,1080
4778,1001,0,60
4462,280,0,570
3946,322,0,1140
3918,180,0,1410
3871,1529,0,270
3819,234,0,1050
3760,222,0,750
6313,930,4,840
4104,435,1,960
2720,484,0,1230
2421,1071,0,360
2294,966,0,1080
2223,522,0,330
2158,239,0,1110
2036,218,0,900
1788,262,1,1110
1702,111,2,900
64566,3700,1,1290
63443,332,1,120
62218,547,0,120
62150,2177,0,900
56382,1254,0,1320
55141,1285,0,90
54223,3257,2,1020
52973,903,6,1200
52090,2931,2,990
50563,1355,2,900
4546,541,0,900
4086,323,1,1380
3335,145,0,360
2949,127,0,120
2772,119,5,210
2579,155,0,720
2437,147,2,1140
2291,170,1,1320
2280,320,2,120
2187,68,0,420
4525,289,1,150
3762,98,0,1140
3707,108,1,30
3348,221,0,1140
3215,134,1,900
3186,195,1,300
3145,105,1,690
3060,149,0,1110
3063,187,1,840
3042,128,5,1110
87874,2963,24,960
83734,1465,74,960
76941,1690,42,180
70816,1685,4,150
65472,1116,14,1050
63836,2389,34,30
57922,1001,20,1290
57780,2328,21,180
54987,1054,26,90
53064,1248,14,1080
35340,1115,4,240
30772,1922,7,1140
30749,2034,4,1140
26349,2006,6,870
24869,871,1,360
23689,630,0,180
21733,854,1,1260
21344,445,0,690
21113,669,1,1350
16035,1301,1,1350
11152,120,7,1380
10565,175,9,300
8314,156,0,1080
6949,102,7,660
6001,174,8,720
5121,118,5,150
5082,90,1,990
5020,73,5,960
5004,80,3,750
67842,3,5,0
60602,2,0,870
59024,3,3,990
54856,2,1,240
52032,291,6,120
46392,248,18,1110
41622,48,0,990
40581,2,3,1140
40088,5,2,1020
39212,3,1,180
904,30,2,30
806,7,0,1140
644,82,0,510
582,47,2,630
581,54,1,0
580,47,0,720
530,24,2,840
524,41,1,450
518,21,0,240
495,18,1,900
27955,1226,5,720
19898,2962,1,960
15964,1769,1,150
14195,282,3,1110
13326,504,5,450
12380,659,3,1230
11301,1504,0,1020
11185,710,1,300
10969,463,1,750
10820,2506,0,1020
5956,353,0,1050
5924,269,0,120
4882,140,0,210
4579,239,0,540
4558,156,1,570
4346,651,0,1050
4176,639,0,390
4160,261,2,1020
4106,169,2,150
4112,141,1,1410
18823,291,6,1020
16478,1517,7,810
12569,153,0,570
11699,1094,2,150
11282,382,2,60
9359,773,16,1410
9043,271,1,930
8948,265,1,1020
8636,532,3,240
8509,153,0,870
11677,91,2,1320
11288,404,9,660
11079,201,1,990
10803,118,1,960
10675,276,5,810
10406,97,3,900
10331,188,2,1290
10283,271,6,930
10088,84,4,840
10085,160,7,1020
8145,85,1,720
6407,154,0,390
6067,164,0,180
5307,48,2,360
5001,173,0,600
4747,86,0,1140
4718,34,0,480
4686,145,0,180
4528,28,1,210
4480,228,0,900
51020,137,2,1380
16540,525,0,900
12458,805,0,810
6585,164,0,840
5681,1327,1,1290
5514,96,0,1230
5042,777,1,840
4025,282,0,1110
3926,84,2,1050
3631,230,0,840
17233,336,4,1290
11881,135,0,510
11209,205,0,480
8540,169,0,270
8214,164,0,780
7192,395,0,1170
6621,160,0,1110
6106,331,0,690
5949,353,1,810
20207,437,7,1200
16548,422,2,810
15865,131,5,1170
15622,418,8,1410
13804,246,1,630
13085,330,4,960
12920,511,5,1350
12914,424,1,600
12382,910,0,60
59611,1331,26,990
50873,1354,5,930
49006,604,2,1140
46942,826,20,150
46686,904,3,810
46181,1422,1,1080
44161,1330,15,900
43987,514,8,810
42349,1581,17,600
41853,987,4,780
60310,1881,7,1380
46727,2115,16,1080
39135,1033,1,900
36729,1371,4,900
36436,1208,8,90
36074,1354,11,900
35985,693,3,1050
35189,1143,10,960
34076,737,6,0
33461,827,5,1170
32896,5052,4,900
25240,7625,12,1050
24855,474,1,1050
19166,943,2,360
18801,308,7,870
18384,556,1,1110
17891,210,1,360
17154,1834,2,1290
15630,411,1,660
14856,678,0,840
29434,1327,6,930
24778,371,0,1050
12738,759,0,690
8035,433,0,1320
7365,148,3,1020
6495,774,0,1110
6032,231,4,1200
5542,226,0,1020
5326,129,1,570
4957,106,0,480
27141,176,4,810
26011,122,4,780
25730,122,3,630
24946,245,5,780
24891,202,10,930
24869,391,4,900
23827,659,5,1200
21618,271,4,270
21472,166,3,810
21231,142,0,780
4275,442,1,1110
3345,126,0,780
3003,178,0,1140
2990,325,0,1230
2891,388,1,1170
2884,364,0,870
2809,235,1,1290
2726,445,0,1170
2712,536,0,0
2650,315,0,900
2421,655,15,840
2361,877,4,150
1605,33,0,420
1454,490,0,750
1244,56,0,810
1200,96,0,1200
1144,50,0,960
1131,47,0,660
1120,341,0,990
1114,45,0,330
12343,247,0,1200
9734,231,0,0
8152,688,0,780
7919,102,0,870
7629,159,0,570
7231,229,0,780
6642,191,1,120
6544,209,1,1020
6215,140,0,1350
5520,311,0,1080
13181,131,1,900
13171,235,0,270
12221,387,8,540
11471,157,1,780
11255,291,0,1290
10700,345,0,870
10370,292,0,810
10343,300,0,720
10316,221,0,870
10039,126,1,30
20085,454,0,840
16552,1049,0,690
9197,1941,0,720
7513,527,0,750
7488,409,0,840
5547,247,0,750
3485,190,0,780
3419,134,0,810
3149,417,1,1140
2904,239,1,930
39608,772,2,1050
32742,397,1,810
32551,552,3,690
31136,638,19,930
30986,205,2,630
30900,1599,6,360
30493,556,3,870
27450,358,0,1110
27002,973,0,840
26708,455,5,690
68961,864,2,60
62337,906,4,1020
53890,4801,1,1170
50980,303,3,990
50142,605,3,1230
50032,3884,2,120
49025,1006,1,0
48004,3423,7,1110
46771,981,2,870
45194,406,7,1020
36733,16083,5,1380
30664,705,3,1350
30482,814,4,1080
29758,751,7,660
29379,393,4,900
26341,634,5,1080
25133,700,1,300
24448,327,2,450
24267,865,6,1230
23510,532,3,510
9304,155,0,1020
2628,375,0,930
2533,92,4,1170
2246,192,0,1230
2230,183,0,480
2220,112,1,510
2091,83,0,990
1994,175,0,1260
1972,84,0,990
1750,380,0,1200
50316,565,5,1260
14140,1631,3,1290
11327,711,2,990
10806,5741,1,1080
10703,1045,0,900
10289,812,5,90
9954,481,1,690
9331,143,0,750
8719,332,2,1230
8138,126,0,810
42616,3026,5,1260
40348,5194,8,1230
39617,8595,1,0
30447,4781,4,900
28920,7376,8,1140
27320,2429,3,240
27119,5502,1,720
26244,6318,0,240
25943,5879,5,1230
3669,81,0,960
3629,110,2,0
3376,100,3,780
3145,124,0,1350
3070,89,1,840
3014,108,0,1050
2980,74,0,750
2961,137,1,1290
2892,60,0,690
2803,229,0,0
46099,676,0,360
42065,362,1,630
36174,99,2,150
32601,321,8,720
31686,353,2,360
31610,1716,6,1140
30342,919,3,780
30054,684,3,120
28804,130,0,960
28718,451,3,480
14798,265,2,90
10830,683,0,780
5543,170,0,960
5157,115,1,1050
4614,149,0,990
4604,147,0,810
3787,78,0,1080
3416,158,1,780
3043,84,1,1260
3017,264,0,1260
33931,10989,2,210
31138,397,5,1410
31012,2544,5,180
26362,2952,3,1230
24270,767,5,1050
20904,523,10,720
18990,629,1,1080
18965,5424,1,1380
16701,592,2,270
15377,380,4,780
154081,4266,25,960
146315,3407,39,1230
144274,4648,3,810
141064,2022,7,60
131789,4325,13,0
131103,3107,3,1320
129003,3255,33,720
128878,4295,15,600
121588,2027,9,1320
117824,818,14,1320
2303,49,4,1320
2144,167,7,480
2044,238,0,540
1700,137,1,1140
1535,100,2,1200
1479,249,2,1380
1439,131,1,1080
1388,619,8,0
1385,175,4,930
1268,141,5,1290
9823,405,2,1230
7426,230,3,210
6879,772,1,1320
6221,320,21,420
6009,120,5,510
5976,153,1,90
5857,152,1,990
5566,300,0,60
5380,112,0,240
5319,171,6,960
16142,3171,2,690
13310,180,0,480
12779,200,8,510
12679,158,16,0
11642,200,0,810
10120,108,3,600
10067,174,0,1290
9378,65,2,1320
9357,155,2,450
9118,44,0,1080
107132,2749,10,780
67595,1446,13,1080
67135,6804,27,960
67012,3131,16,690
61919,2236,3,1260
60783,1558,13,1140
60051,2422,0,1380
58168,747,3,600
56857,850,16,0
55369,633,4,1230
55280,1922,3,750
23296,632,1,1170
23175,769,2,120
22894,431,0,900
22321,2714,0,900
19776,955,0,1170
16497,320,0,690
15965,1226,1,930
14040,1364,0,720
13907,146,1,1320
56033,434,36,240
32049,568,35,540
29560,836,1,1110
25340,661,5,810
20258,707,3,960
19261,401,19,930
18984,514,26,690
18432,610,4,1080
17774,228,5,990
17349,338,4,960
5282,180,2,1080
4190,24,2,360
4003,121,4,840
3806,34,1,600
3758,42,1,750
3666,131,2,1260
3641,44,2,720
3555,89,1,540
3298,46,1,1170
3057,11,4,1410
27137,526,9,540
26038,452,3,690
23681,1098,7,870
22848,367,3,720
21188,342,2,1140
20780,544,0,1230
20548,665,0,1020
20118,292,2,570
19366,580,2,720
18671,198,6,810
31281,1423,6,870
29380,590,0,900
24787,394,2,780
20072,203,12,750
18065,276,0,750
16857,351,1,780
16729,184,4,900
16403,222,0,1170
14086,267,1,1170
14022,400,2,1080
36630,754,10,600
18719,645,4,900
18477,1081,8,480
15384,1896,0,660
14739,261,1,900
14393,897,4,690
14359,608,8,720
13784,687,11,270
13625,215,10,810
13218,126,4,1140
43639,1164,9,1200
28825,679,15,1230
26921,523,33,780
23268,576,28,60
20659,466,15,1320
19948,409,17,990
19380,863,6,1110
19217,628,8,90
18411,634,25,1200
18141,468,11,930
144084,3313,10,1380
123984,3296,25,1200
112604,1662,12,1200
112087,2334,24,240
110168,1742,14,1380
102807,2088,0,1080
100573,2266,16,780
97808,2847,4,1020
97682,1774,9,1200
95592,2778,0,1320
6515,120,2,180
5398,99,0,870
4267,65,1,840
3947,372,1,30
2744,255,1,510
2627,105,0,1350
2280,74,0,780
2044,173,0,1380
1914,181,2,90
1739,71,0,900
1645,492,0,120
1322,121,0,1410
1019,192,0,300
964,39,0,90
822,28,0,1290
729,149,0,90
718,57,0,210
715,78,0,180
639,149,0,870
617,60,0,1380
16516,183,0,1350
10277,814,0,960
9482,78,1,1020
8625,144,0,660
4821,79,1,240
4649,2467,0,780
4509,91,0,840
4469,124,0,1350
4391,94,1,1350
4290,165,0,30
63743,3032,5,960
34314,1505,3,1410
32035,1040,0,930
30301,540,0,0
27905,537,1,1170
24101,1874,0,840
20972,1020,5,90
19861,1545,0,180
19636,667,4,1410
19528,67762,6,1050
7864,195,0,930
14142,768,0,660
11080,118,0,90
10822,494,1,960
10492,470,1,690
9406,386,1,870
8844,226,2,1320
8439,292,1,1110
8309,189,1,1380
18619,717,0,1080
17318,247,1,660
16622,2003,0,780
13851,500,1,60
10716,351,0,1290
10284,562,0,150
10104,668,1,1140
9911,314,0,1320
9790,1052,0,780
9732,456,1,690
108596,1520,11,1080
93405,1206,3,1020
87095,1015,14,1020
85882,913,3,1110
83788,1115,11,0
83610,905,7,1050
79496,601,11,1140
79294,819,8,960
78200,1087,4,1170
77634,598,17,1230
2464,60,0,930
2164,149,0,1230
2120,102,0,90
1986,82,0,0
1943,55,3,390
1919,55,0,870
1804,70,2,0
1798,95,1,30
1741,76,0,690
1733,152,2,1320
8224,526,4,1200
5596,804,3,0
5279,0,1,1200
5105,866,2,0
2197,360,1,900
2035,0,1,1290
1867,273,2,660
1767,0,0,1380
1766,303,2,1200
26775,4616,5,900
14365,481,0,840
11791,187,7,540
11601,326,3,1110
11362,592,3,1140
10239,216,2,960
10030,483,1,720
9829,935,0,240
9676,464,0,510
83681,3273,24,30
63054,481,35,540
61022,3504,6,1170
60425,2138,13,690
57069,5777,12,840
53975,4117,10,1260
49058,1906,1,1170
48368,3093,2,870
47064,842,4,990
46796,993,7,690
53510,122,1,1080
30930,557,20,990
17534,227,6,1110
15398,236,3,1350
15235,288,2,1140
14313,536,4,450
13711,319,0,930
13715,235,0,420
13694,1320,0,690
13526,1038,1,420
12074,656,3,60
11435,523,0,900
8337,296,1,60
8275,380,0,630
7929,719,0,930
7810,568,2,30
7357,647,0,570
7323,456,0,1200
7048,410,1,1350
7047,673,2,840
14939,315,1,0
14248,220,0,1110
3896,368,0,1410
3833,636,0,1170
3277,327,0,1230
2963,1062,0,1290
2929,682,0,1410
2751,627,0,1080
2587,418,0,1020
2380,375,0,1380
18902,115,0,330
17329,1038,0,300
11738,1538,0,210
9264,1946,1,0
7825,496,1,120
7121,486,0,210
5833,458,0,1320
5422,875,2,240
5329,75,0,30
5159,116,1,1200
14282,396,14,750
13485,390,3,780
13401,320,8,720
10881,265,6,30
10707,126,0,630
10375,208,0,630
9902,199,3,630
9199,183,3,1170
8900,531,32,690
8618,240,2,150
13638,373,1,1200
7107,180,0,0
7074,330,0,1140
5398,230,0,870
4950,268,0,930
4891,243,2,1170
4665,134,0,1290
4331,426,1,1110
4310,84,3,0
4300,168,0,240
64751,298,15,840
55916,813,5,900
53928,685,1,1290
53444,416,8,120
52849,4664,8,570
52489,1539,2,840
51131,1511,9,1200
51069,544,3,1410
48890,373,2,120
48395,1642,6,1020
35099,1203,26,1230
20858,1894,5,1260
18851,820,2,870
18032,1091,0,870
17396,610,1,870
17055,2359,7,840
16393,975,4,1410
15738,2301,2,960
15397,529,7,570
14667,845,3,810
42617,401,6,0
38314,531,1,870
35253,914,1,1200
27732,226,8,1140
22931,326,4,60
21633,535,3,870
20104,305,2,780
19757,191,0,1320
19523,766,1,1140
19460,294,1,1290
14947,0,4,900
13382,599,6,1080
10821,2887,5,840
10340,2816,1,1230
9974,1133,5,690
9858,2619,0,750
8978,1098,0,750
8354,804,0,960
8267,1072,0,960
7984,703,1,540
33445,373,2,1230
7640,144,2,690
5709,186,0,30
4484,544,1,1050
4123,297,0,1230
4033,102,1,690
3154,122,1,0
2743,132,1,1170
2655,72,0,840
2588,241,1,570
112246,1273,5,30
86201,1262,8,1290
78687,1101,4,810
74778,633,9,1170
70445,1430,11,840
70253,7548,9,990
69924,375,2,30
69806,1002,3,810
69772,985,1,30
68137,3303,14,1380
40101,1513,10,960
36041,454,10,1350
35957,600,16,720
31537,3849,0,270
29909,609,7,690
28415,484,8,840
26412,334,2,240
24464,410,3,1260
23640,568,3,600
27045,722,0,1230
18812,503,3,930
17849,317,0,780
16567,342,0,960
15800,279,0,750
14754,247,0,1050
14064,724,0,870
13955,260,0,900
13110,600,0,240
13056,254,0,1200
4797,470,1,960
4488,229,4,1320
4164,2472,3,900
4138,2419,0,1110
4089,350,1,660
3537,211,1,990
3383,224,0,1380
3321,89,0,1140
3259,164,0,930
3070,415,0,810
28351,803,5,0
28065,453,3,90
20941,1354,4,60
20088,462,2,930
17374,609,0,240
16883,283,0,570
16842,506,0,180
16571,757,0,990
15827,462,0,960
15772,278,1,1350
12348,114,1,390
6776,365,2,1260
2584,105,0,1140
2110,81,0,150
2023,76,0,900
1978,242,1,870
1815,111,2,990
1785,52,0,120
1742,322,3,510
1720,102,0,1380
16173,189,2,1410
11421,2028,0,1290
9839,132,1,480
9519,310,0,930
9431,1217,1,120
9276,313,3,660
9194,777,0,1170
8396,112,3,750
8046,1073,0,1170
7752,863,0,480
60240,593,1,90
51364,1051,1,1260
48400,1317,6,240
48119,3091,4,840
46679,377,0,90
46090,517,0,780
45155,1132,3,690
44502,522,2,0
41158,221,0,900
39956,303,0,900
25330,141,0,810
4491,809,2,1110
2837,82,0,540
2806,182,0,1410
2795,254,2,1410
2270,34,1,690
2129,82,0,1020
1952,60,1,90
1881,45,0,990
1843,23,1,990
41239,1130,18,1290
32301,194,3,990
27049,1186,17,810
24340,552,8,1200
20161,551,3,1350
19826,392,2,1140
19621,265,1,1260
18213,737,11,750
17954,391,8,150
17235,288,7,1200
142999,0,13,1200
74196,2718,2,810
50160,2284,4,1350
44158,2524,1,1350
39883,8,0,1050
37786,1525,1,900
37680,9447,8,600
36501,1774,9,720
34749,14315,8,990
34452,9191,3,960
59661,380,1,1410
8197,700,1,1200
6234,1124,2,930
6235,487,0,1350
6182,2377,0,720
4947,1104,1,390
4077,577,0,900
4067,1177,0,1170
4029,1526,0,120
3629,263,3,0
49161,1060,4,1380
45612,399,1,1290
44269,2337,4,1200
40768,1039,2,1320
39392,1211,20,750
33401,860,0,780
32042,996,1,210
30171,730,5,1140
28286,893,9,120
25189,543,8,1050
74745,3907,23,660
52248,259,3,480
49711,4660,14,750
47567,50,18,900
45159,1817,7,1260
43691,143,34,1290
42057,83,9,480
39514,67,14,480
39226,2591,9,840
37613,1488,5,1050
45828,750,2,1380
39564,393,0,120
36139,380,3,210
31681,523,2,750
31652,747,0,840
31359,582,1,900
30982,1165,8,0
30617,326,1,900
