score,comments,crossposts,time_in_minutes
7704,657,3,750
6588,608,2,1200
5731,159,0,750
5520,372,3,660
5500,466,1,1320
5082,74,0,900
4936,260,1,570
4939,430,0,1050
4825,347,1,990
4481,286,2,450
4821,70,1,990
3190,43,0,870
3042,32,0,930
2971,39,0,600
2915,130,5,750
2841,31,1,420
2742,23,0,900
2428,34,0,870
2368,61,1,750
2288,97,0,1110
22779,367,0,150
20542,470,10,390
18538,566,5,0
14970,380,3,30
14077,146,6,1320
13719,361,8,1320
11710,147,12,1050
11035,251,0,630
9575,169,0,1320
9181,133,2,1380
43133,1329,1,210
31465,493,2,1260
30972,573,0,810
24182,340,12,570
21584,466,1,1140
20583,1056,0,300
20575,197,0,1320
20306,1508,4,690
19343,485,0,810
19220,745,1,210
91765,2319,13,1260
87475,967,4,1230
86028,1190,6,870
81330,1307,5,780
77244,1051,5,1050
75110,545,4,810
72214,545,4,930
69547,807,4,90
69014,459,6,930
68100,431,3,840
88784,852,22,900
86462,2911,22,690
79047,766,27,480
77938,660,7,930
77119,785,7,1140
76231,394,12,1080
74119,1053,4,780
73119,820,4,660
72270,866,40,1020
69524,819,4,1170
11837,216,2,870
6448,186,10,930
5061,322,0,1170
4606,297,5,210
4555,239,1,90
4493,398,0,930
3979,345,0,300
3633,414,0,60
3625,101,0,720
3579,132,3,720
10077,108,3,660
5722,81,1,630
4619,104,2,660
3857,35,1,870
3843,52,0,810
3505,69,2,600
3232,53,0,720
3152,59,2,720
3142,58,1,630
92731,1490,6,1080
89555,938,7,600
89267,965,8,930
88212,900,8,900
85273,1218,4,660
80213,851,6,1350
79849,683,3,0
77449,444,7,750
74467,2591,2,210
74173,716,3,990
421692,12624,108,1080
318870,12872,42,810
283383,23620,36,1260
253605,20510,33,1260
227664,4679,48,1410
223288,18312,26,840
217158,13173,58,1260
212118,15121,23,1290
211664,18620,33,1260
211485,7161,29,180
23768,237,3,870
16410,340,6,1020
15960,224,6,810
13617,156,1,720
13437,195,0,90
13246,361,4,960
12931,107,2,990
12088,146,2,1320
10742,101,3,840
10643,174,4,1140
217213,2885,32,1020
159935,1970,45,1320
150387,2431,38,1050
148179,2620,14,990
144878,2392,14,930
142406,1830,6,660
142309,1903,26,1380
142005,2571,16,1290
140036,1956,24,1410
139901,2431,17,930
37004,1099,11,570
32119,293,4,1260
29938,74,1,1140
27970,155,3,510
25791,114,7,1230
23989,103,1,1140
23354,171,7,570
23088,210,8,510
22843,848,8,450
22767,309,3,570
8248,402,3,780
7012,280,0,1320
6675,244,1,1200
6189,185,0,780
5436,174,0,1050
5209,241,0,1350
5136,77,4,1380
4346,65,0,1140
4263,131,0,1170
4179,89,0,930
11282,859,0,240
4425,737,0,930
2866,1890,0,1380
2621,1,0,900
2607,842,0,1260
2468,559,6,1350
2411,438,0,300
2200,814,0,930
2105,1216,0,1110
2079,221,0,990
162624,7753,57,810
122671,3943,47,780
120926,3166,10,930
111293,4739,24,1170
109954,5180,36,870
106883,1555,6,1200
104706,1680,12,1290
104493,2384,31,990
101564,1981,78,240
101458,2850,31,780
6223,78,4,60
4023,80,4,1020
3721,71,2,1110
3567,98,3,1170
3494,57,2,1050
3304,32,2,300
3209,24,4,1020
3200,64,0,870
3138,25,1,1080
3072,86,4,1140
20210,177,5,1050
15734,288,1,690
12936,250,3,900
10952,192,10,1080
10021,123,3,270
9859,206,0,30
9439,142,1,1260
7926,98,3,330
7496,215,9,1110
6957,171,0,90
28512,716,0,1170
26101,294,2,1080
25562,698,0,810
24962,728,0,540
24798,1300,3,1050
21886,480,1,1050
21756,304,5,540
21346,514,0,960
20903,305,2,480
19542,401,7,1140
161833,8901,21,1350
137939,2570,10,1020
137654,3133,6,120
134575,7161,14,180
122914,16024,30,780
111583,7361,3,750
110512,11939,12,1020
100564,1526,0,1050
9790,183,26,90
9203,117,11,1320
7217,138,2,690
6384,225,3,870
6193,80,6,150
6118,67,2,1230
5739,78,4,750
5632,63,2,1290
5559,33,28,780
5361,49,4,750
24320,979,1,750
20295,617,10,1260
19124,446,4,120
18419,303,10,240
16433,287,1,150
16155,397,2,780
15516,405,1,840
14838,160,0,1350
14652,168,3,900
13909,175,0,150
17109,165,2,930
10418,120,0,600
5591,315,4,780
5557,413,0,1260
5534,527,1,870
5232,174,1,60
5185,281,2,630
4756,379,0,690
4621,241,2,510
4263,72,0,660
4264,148,0,1050
42208,423,5,810
40042,1409,0,1350
38534,557,4,1170
31566,704,0,1050
31453,529,0,870
31457,554,2,1410
31366,711,2,900
30510,1885,1,1050
29566,325,3,750
29025,139,1,90
64948,569,3,1050
59839,353,3,1200
55763,344,1,1050
51988,655,3,990
49864,347,4,90
47209,318,3,1080
43697,274,10,240
40933,206,1,30
39123,141,5,930
83395,4628,21,840
65023,1707,4,210
54907,2987,0,720
44314,2155,5,480
42271,848,24,1230
41740,975,3,1020
41476,1234,6,780
39460,1530,10,1110
38110,1740,35,930
37821,1531,0,1020
5129,130,0,960
2996,100,1,1290
2752,79,0,210
2518,115,0,30
2263,77,0,870
2019,119,1,1200
1881,79,0,1260
1868,76,1,960
1789,31,0,1290
1759,190,1,960
20723,175,2,120
16650,388,0,810
14839,443,0,930
14335,335,0,1170
12510,136,2,1290
11423,550,1,1110
11419,129,0,30
11390,64,1,1380
11317,26,3,1380
11279,666,0,780
22355,215,0,1290
4214,99,0,0
2930,207,0,1080
2741,91,0,60
2597,42,0,780
2294,83,0,1110
1790,190,0,870
1594,105,0,1170
1516,174,0,1110
1512,64,0,750
1138,104,0,540
848,272,0,1410
779,227,0,930
748,188,0,450
714,250,0,900
674,32,0,780
667,36,1,870
659,91,0,630
650,284,0,510
629,256,0,540
6652,302,10,570
4857,247,0,1410
4186,101,0,30
3586,136,0,540
3047,42,1,720
2971,113,0,780
2963,201,0,1320
2823,322,0,1260
2821,520,0,540
2698,1124,0,1260
133162,1286,10,1230
118734,3217,22,930
114461,1117,11,150
114198,2116,17,1320
108802,1366,1,30
108735,2689,3,870
107775,2822,7,960
106800,1506,5,900
104090,2672,2,750
101842,2656,2,960
15845,379,1,480
15200,1246,1,1230
14629,4497,1,150
13328,789,2,900
12317,141,0,990
12212,404,0,270
11657,379,1,0
11557,218,1,1020
11149,108,1,780
11033,802,0,660
20223,833,0,1080
12699,158,2,1260
10782,366,1,810
10204,197,0,210
10179,198,0,1050
9592,177,1,90
9527,504,0,1290
9277,277,0,1050
9019,489,3,690
8156,361,3,780
32601,362,9,1110
30716,143,2,270
28988,447,0,1260
27643,289,0,1080
25948,175,0,330
25707,415,0,570
23818,1522,2,1050
23814,432,2,1320
22052,138,9,1050
21200,158,2,240
108770,6246,13,1140
60883,175,0,1260
54714,2620,11,1020
52450,2229,28,1110
51916,676,1,210
51440,998,4,870
49441,932,19,1230
44293,1945,9,1080
42668,944,7,990
41808,1360,12,1230
73614,4465,1,90
66078,2337,5,960
51245,2330,1,1140
49339,3813,1,840
49154,1828,2,1350
46710,410,1,60
41089,647,0,1110
39587,1066,1,1020
37910,854,1,930
36946,1137,1,1200
96143,1209,12,810
70889,903,27,1050
63961,607,15,990
63516,657,18,990
62064,1284,23,1320
61153,705,19,120
60376,1118,18,720
60241,367,24,840
60197,1081,14,420
57581,1103,9,690
12028,116,1,1080
11297,123,2,900
10204,72,0,780
9919,43,2,1260
9306,112,8,1080
9052,175,2,30
6985,72,4,90
6466,78,1,870
6293,126,3,1230
6146,70,0,480
136410,3232,23,240
131685,2323,8,1200
126197,2650,21,960
114372,5239,0,810
111752,2207,21,1080
107272,1625,13,990
98111,2589,19,870
97609,1835,8,900
92669,2136,19,780
87021,2423,2,1110
13156,348,1,600
12976,289,0,810
7223,206,0,630
6895,248,0,840
6560,139,0,1320
5665,132,0,840
4993,80,0,0
4736,123,0,180
4181,154,0,420
4164,162,0,1020
152499,824,4,1200
139500,3228,3,930
88579,1291,13,690
77200,2090,27,900
71611,714,2,840
65653,791,11,780
65208,693,4,990
64806,1404,3,30
63705,1159,9,1080
63335,531,1,120
30285,461,12,750
29725,423,28,930
29477,377,29,720
29183,111,0,630
27572,633,2,870
26764,802,19,1110
26435,285,5,1080
26313,558,7,1200
26252,444,7,1050
26057,326,2,330
108528,2942,11,960
67793,1472,12,750
66119,1663,15,810
63825,944,2,1020
61571,1015,6,660
59738,2902,0,1320
59715,1062,6,1290
56248,1053,1,660
52675,1956,3,1290
50647,2984,0,900
22316,423,9,0
14196,439,4,120
12729,242,3,1050
12157,319,0,1410
11909,302,0,990
10710,345,1,30
9413,201,10,930
9169,395,2,1260
8109,153,7,1410
8073,447,2,1320
10451,1137,22,1140
8881,575,0,1080
8819,405,1,660
8433,617,12,960
7817,327,1,210
7739,562,2,930
7273,295,1,1380
7246,2106,6,900
7178,786,10,240
7073,623,0,150
12348,809,8,1020
11635,681,0,1320
10260,590,2,1050
9766,651,0,0
9733,268,0,960
9716,807,8,1080
9463,280,0,90
8971,266,1,1110
8731,241,3,990
8041,367,0,870
16269,4054,6,960
9118,368,1,1410
7942,199,0,1290
7227,171,2,660
6743,364,0,1290
6629,321,3,0
6055,335,1,180
5836,128,4,1080
5777,491,0,1140
5474,189,0,120
27238,508,1,780
26513,844,6,180
25172,824,9,1230
22356,408,2,1110
21455,344,3,1320
20061,228,5,810
17876,364,7,240
16999,253,0,1350
16355,279,3,1170
15229,236,10,720
101183,958,26,90
75865,588,23,1380
73462,1430,2,750
71237,1178,27,960
66401,679,36,1110
56905,1104,37,870
56713,567,4,180
55838,636,19,1410
53208,1090,15,960
52483,1855,8,870
164375,2789,23,810
46566,1656,2,360
44644,1791,2,1230
36080,1803,3,1170
32671,515,1,960
32283,27788,14,930
30102,700,2,720
25079,769,0,840
23816,1257,1,210
22908,4516,0,90
22314,1058,0,750
15777,450,0,960
14710,940,0,1080
12445,229,0,750
7931,42,0,420
6150,241,0,360
5657,117,0,960
4902,194,0,510
4872,267,0,750
4349,946,0,870
159687,4185,50,30
146360,1953,18,1050
136026,6635,18,1080
124109,3443,24,1200
122770,1346,6,1350
122202,1854,15,1080
120976,2015,12,1260
117479,3355,35,930
116147,2672,11,810
115071,6000,46,1200
46817,1183,21,930
32182,200,37,150
28471,361,29,1350
26305,151,17,1050
24592,252,22,1020
23254,222,1,1170
22254,237,5,870
22040,259,7,1050
21175,247,11,990
21045,202,15,990
114825,2082,19,930
108251,2359,8,210
104900,4047,9,810
103385,4678,16,630
101229,3803,21,1230
96929,3580,30,180
96524,1843,7,900
96266,1368,11,1260
94828,2201,3,1140
94596,2005,13,840
7693,137,1,690
6119,132,3,690
5637,186,2,1170
5381,321,0,810
5220,322,0,30
4972,327,1,870
4928,393,0,1230
4921,381,2,900
4883,261,1,1170
4809,498,3,1140
10724,693,0,810
8552,280,1,990
6912,382,0,1170
5527,140,0,210
4201,204,0,810
4148,188,0,450
3630,343,0,1410
3612,196,1,1140
3039,312,1,300
3012,96,0,540
13554,123,7,750
12318,115,1,1050
12302,355,2,990
12205,254,3,1350
11202,140,8,1410
11049,81,34,450
10344,225,3,60
9565,218,4,1410
9293,121,13,60
9121,269,6,90
202,29,2,1080
159,17,0,120
149,2,0,690
135,9,0,1380
106,9,0,840
100,12,0,810
101,5,0,720
92,8,0,840
91,12,0,900
90,8,0,810
55813,1141,18,870
52988,1050,7,120
47668,699,7,750
38573,972,7,690
31791,531,5,900
29342,146,4,270
27977,431,9,30
25345,572,0,60
22862,741,2,1290
22629,249,1,1110
120288,5644,38,1320
108597,3130,26,810
93299,3665,28,330
92138,1183,14,240
88630,1312,23,840
86948,3137,29,990
85502,2721,39,990
84837,4624,35,1290
84194,1335,0,660
82000,1033,29,60
41084,860,1,690
34129,14842,6,960
31098,10861,4,810
30206,789,7,1110
29655,396,2,1110
29268,10899,2,900
27943,17626,0,510
27244,260,4,240
25564,20173,4,810
25065,611,1,780
19236,132,6,630
17129,97,4,780
16426,158,3,750
16150,92,7,960
15004,193,7,750
14466,59,6,1080
14097,63,3,1200
13119,45,4,1050
13059,51,2,1050
11859,104,3,180
42303,359,1,150
31329,1314,4,870
16662,447,2,120
16036,150,1,180
15325,191,1,600
15034,378,1,780
14895,173,2,1410
12991,367,2,1050
12483,326,2,1410
12298,94,5,570
53171,614,22,1020
40929,660,6,870
15021,347,1,840
14151,390,6,870
13741,227,20,1230
13103,192,2,1350
11938,180,3,360
11635,210,17,660
11092,221,0,120
11006,153,1,30
115112,2645,88,1380
113142,1492,59,840
108671,2061,9,1380
108477,3887,91,750
97638,11462,29,780
94784,4138,12,60
93541,1374,31,870
82518,1618,5,900
82269,3395,17,90
78978,3922,10,1110
104003,2555,0,1260
68067,1175,37,450
64825,3072,57,900
45733,1569,16,990
43466,3689,5,1350
43312,800,16,1050
40161,1441,18,0
39735,1711,17,870
38236,1955,5,1260
35448,617,13,750
25128,243,3,120
24717,99,0,1020
21320,333,0,930
19859,324,2,930
18908,225,3,1200
15973,414,0,1230
15174,115,4,150
14645,2668,0,1320
13961,230,0,1020
12998,289,0,0
30781,1937,19,270
17671,1413,2,1050
12926,925,3,1170
11975,1309,2,960
11099,2784,4,1020
10715,181,0,780
10443,5097,0,960
9474,688,0,150
6989,362,1,450
6829,408,0,1020
14131,412,0,1350
12712,367,0,120
10185,227,0,1380
8727,108,0,1260
8283,151,1,510
8239,347,0,720
7137,107,2,810
7050,110,0,90
6381,269,1,1350
5792,112,2,1170
174458,1211,21,900
172001,1845,36,1230
164612,2139,5,30
162876,3478,49,1380
162698,3367,14,1080
161883,1085,17,1050
161528,3179,46,720
159748,1896,14,780
159308,1372,9,780
158430,2016,2,990
28138,460,1,300
22520,637,1,1020
21821,556,4,1080
17670,953,5,90
15247,390,2,1020
14313,183,1,210
13990,497,0,1320
13952,532,0,720
13930,718,1,750
13736,698,1,600
11357,154,3,1230
9249,258,0,960
9149,114,0,870
8694,56,0,630
8520,285,0,810
8444,133,2,930
8317,221,0,660
8261,173,1,1200
8061,121,1,240
8037,198,1,1050
67609,775,1,690
51286,1308,6,780
51129,408,2,1230
46268,707,1,900
44369,509,0,720
44155,383,1,840
44119,627,0,930
43029,918,0,900
41639,1336,1,900
40517,353,7,960
5550,588,2,90
1133,7197,1,1200
1072,73,2,1080
976,156,0,1230
945,375,1,900
931,310,1,270
923,76,0,90
919,234,1,1290
762,80,1,780
695,127,0,1020
3248,616,1,480
2604,148,0,600
2451,530,7,690
2229,287,3,1380
2022,114,1,1410
2004,232,0,780
1771,239,1,1380
1700,991,3,1020
1282,107,1,330
1274,88,0,900
26806,463,1,1230
23520,386,0,720
22083,447,0,1380
15766,124,0,870
14252,119,0,1140
12150,290,0,480
11288,132,5,990
10700,271,1,750
10510,119,1,1290
8850,130,3,1290
6689,453,20,990
6298,309,4,30
5331,494,10,960
4856,194,23,1230
4703,183,7,30
4599,342,4,780
4564,146,6,1140
4140,131,2,30
3918,218,2,510
3800,133,3,720
28527,1615,0,750
27414,327,3,330
25111,217,1,1350
19860,273,3,930
18237,750,0,1290
17801,175,0,1020
17265,221,0,1080
16757,427,0,240
16288,184,0,1050
16249,351,0,750
21716,710,31,1050
18305,1439,7,720
16594,1105,9,30
13887,498,36,1320
13551,463,11,1350
13551,460,5,30
12864,913,7,1200
12579,347,9,1230
12488,871,8,660
12294,626,7,810
39683,556,116,780
31276,491,17,1140
31097,356,38,420
29900,418,1,1140
27438,392,26,780
25772,150,1,0
24699,134,10,750
22685,497,0,1380
22340,266,3,930
22133,394,2,630
144805,676,6,810
115636,1475,15,900
112737,1825,35,270
110253,1591,7,960
103047,766,29,840
102202,791,8,660
92640,462,30,480
87734,670,10,720
87486,871,13,630
87479,1081,7,1080
33014,766,7,150
18273,353,0,210
17486,701,1,330
15751,577,1,30
14079,709,0,1080
13904,209,0,930
13810,198,0,90
13198,473,0,90
12834,264,1,90
12746,214,3,450
67287,4586,28,990
60836,2152,14,570
59451,3665,38,1080
51714,1516,21,540
45662,1150,10,1260
45155,1214,20,630
45080,864,61,870
42779,1328,16,540
42349,3673,6,210
3551,275,0,150
2259,185,0,1290
1968,84,0,120
1707,57,0,1290
1417,217,2,120
1399,56,0,1020
1240,54,0,1170
1162,132,0,1410
1111,70,0,900
1019,102,0,1170
34110,839,2,990
33673,695,4,1230
29167,870,5,990
26646,505,1,750
26110,710,4,990
25313,1189,0,1110
24689,840,2,720
23785,619,2,1140
22187,435,3,960
20221,739,0,840
4487,806,0,240
4431,263,0,120
4235,363,0,930
3908,218,0,960
2982,607,0,1320
2770,266,0,1140
2458,287,0,1410
2178,190,0,1020
2146,409,0,1320
1956,221,3,1110
3457,20,0,720
3367,36,1,240
3015,32,0,300
2987,36,3,330
2758,56,0,810
2645,37,0,1230
2597,79,0,960
2576,46,1,870
2525,31,0,600
2520,18,0,240
83354,1339,24,870
66583,1371,16,990
58063,1526,6,720
57886,352,22,0
51814,623,8,990
48432,720,9,810
45481,1330,8,900
45043,320,36,210
43239,883,4,690
42520,763,5,840
10419,274,0,1260
8209,930,0,1050
7341,514,5,1320
5966,332,0,300
5938,1724,0,1320
5911,937,1,1140
5751,428,0,690
5554,1352,0,90
5495,208,1,1380
5152,180,8,1200
73559,3923,11,180
68038,6287,1,1050
66857,3882,4,1140
62432,3817,9,1050
57783,1916,5,1080
55837,5328,3,1080
54941,136,0,60
52513,1451,10,1230
52453,5504,12,900
50346,1043,2,1350
23079,731,1,1080
19603,356,1,120
13609,1213,1,1050
13549,2750,0,720
10744,431,5,1020
10583,460,1,300
9625,1800,1,840
9094,1225,1,90
9033,959,4,1020
8970,511,2,750
64775,718,10,1050
55026,675,14,840
51481,204,2,390
45428,493,5,1020
43992,610,0,1230
42485,1599,0,1350
41477,720,1,1260
41227,336,1,1380
39612,614,4,750
38772,435,0,30
163381,8319,24,1230
142938,1721,135,1110
138860,660,10,240
122104,1174,7,990
109329,1095,0,990
111219,1415,43,1260
18460,307,2,1290
7841,549,3,390
7657,187,12,210
6397,202,0,990
5757,265,0,990
5680,192,1,1380
5666,610,1,1320
5612,163,2,210
4829,85,0,1230
4643,100,0,1050
28341,847,0,150
27162,866,2,1080
26389,678,0,660
23537,897,0,1110
23404,658,3,60
23307,597,2,780
22297,590,2,1230
22245,489,1,810
22023,691,1,1260
21172,619,2,930
28374,199,15,0
26244,146,1,1050
25577,223,2,1260
20363,112,6,780
17175,401,2,780
16936,229,0,1350
16283,96,1,810
16119,104,1,1410
15485,121,0,660
15080,172,0,1380
85200,2604,29,600
76702,3564,50,1260
76277,1668,13,1200
72006,2130,56,840
70228,2463,32,1110
69861,689,21,1020
68176,921,4,900
58616,1869,18,720
55445,965,12,600
53251,442,12,750
66609,918,21,720
56135,1006,28,1080
55554,994,10,1290
54812,1044,26,660
51265,478,11,840
49062,409,10,1230
48745,797,19,750
46411,594,48,720
46295,835,22,1020
41763,716,7,1230
9949,876,0,600
9121,1073,0,750
8945,204,0,660
8018,1871,3,750
7668,194,0,1050
7332,131,1,870
7263,359,0,330
6627,276,4,510
6577,143,2,1140
6451,560,0,990
58362,1200,2,120
56296,1861,25,1380
46060,719,20,570
42928,637,8,1290
39074,791,15,930
38941,705,10,1320
38202,744,7,780
37529,603,7,930
35918,422,13,840
35378,434,12,1080
68101,2728,2,780
45839,830,24,1170
42417,595,9,930
36583,656,7,1080
36082,626,15,1410
35328,411,7,1170
35301,380,9,120
35091,286,7,930
32079,466,23,540
29872,376,4,1050
64035,560,19,510
53777,359,19,1080
52839,425,4,540
52394,358,12,1290
49724,703,4,1350
49585,435,8,1290
46919,201,31,900
45910,273,8,930
45421,332,11,870
44924,518,1,1140
21510,1426,8,0
15393,265,1,810
14266,602,2,1200
12771,168,1,840
12750,166,2,1320
12185,1803,4,960
11704,279,3,1200
11680,268,1,1350
11606,318,4,1260
11212,297,2,1230
35456,1427,2,1410
34288,1027,1,990
32958,793,0,840
30445,2688,4,1170
30271,2400,1,810
29885,697,2,960
26586,934,1,90
26256,890,3,270
25895,780,0,330
25830,1045,0,810
69847,1752,2,1020
54567,1982,2,1230
53200,2432,4,270
46898,1924,0,1050
42390,2260,0,1080
42344,1601,0,1200
42184,1228,0,1200
38815,2089,8,360
36141,1014,1,1170
35886,1727,3,90
18890,401,1,1170
4428,173,2,1410
2145,199,0,960
1928,71,1,1320
1782,46,0,360
1248,57,0,1200
1152,39,0,990
952,85,0,1080
871,31,0,990
824,100,0,330
43871,905,3,1050
42420,2068,3,600
42326,1380,6,840
40699,702,0,930
40470,1018,4,1020
39769,743,5,840
39752,394,4,30
39321,795,0,960
39057,93,3,870
37999,1076,19,1020
80442,72778,8,1020
45612,845,0,570
44038,2774,1,1200
42284,1448,0,1020
40386,696,1,540
33590,19232,3,1380
30084,5014,12,1260
25125,2239,2,870
1272,139,1,990
1248,398,1,240
1155,345,1,960
1018,161,0,1320
964,121,0,120
929,90,0,720
928,124,0,720
907,129,0,90
905,245,0,1200
761,347,1,1140
1379,131,0,90
1311,160,0,1230
1121,26,0,1140
856,37,1,1380
847,91,0,1020
827,52,0,810
689,47,0,810
656,79,0,360
648,323,1,1290
642,24,0,1050
65596,3098,51,1020
17880,411,2,1020
15560,485,1,750
13894,213,7,840
12112,253,1,1380
11925,4194,1,960
11845,227,0,1050
11327,382,7,900
11209,115,6,1290
10194,211,9,1410
20716,459,2,1410
176705,15903,25,1110
135116,10307,16,780
133795,5361,22,870
130473,4454,23,960
124371,4059,20,1290
119155,6371,17,810
118836,14638,38,990
106846,24754,64,1410
104886,4901,25,1080
101030,4397,40,390
81747,1259,17,900
74340,1094,8,690
65203,1969,10,1410
62509,1292,7,1050
58237,1225,12,1320
56684,1344,3,810
52611,1116,14,900
51849,819,0,1170
50474,971,1,870
49853,1046,0,1020
2216,108,0,600
1766,104,0,690
1718,49,0,1260
1597,82,0,1050
1443,91,0,1230
1402,74,0,720
1334,55,0,510
1294,214,0,960
1285,71,0,660
1269,57,0,1140
6230,830,0,1050
3767,127,0,240
3491,277,0,1320
3437,335,0,720
3400,79,0,900
3331,342,0,690
3196,301,0,120
3183,169,0,1320
3137,235,0,810
3050,246,0,1380
29641,562,6,1260
28734,833,1,720
26675,197,9,1230
25404,259,18,1410
23478,225,7,810
20572,259,6,1230
20336,602,3,840
17759,303,11,630
15884,214,5,750
15773,593,15,1350
6614,451,0,1200
5846,200,1,1260
5107,254,0,150
4669,196,0,1170
4056,230,3,1140
3980,113,0,1050
3881,97,0,1410
3663,149,8,600
3570,147,4,990
3464,123,0,180
45329,995,35,870
35732,1142,3,750
34277,1382,58,1290
33143,1379,20,960
32950,559,12,1110
32040,443,44,420
31813,2694,41,180
31533,1343,39,1050
31289,1140,10,810
30948,710,9,960
28589,142,5,1350
27011,131,3,150
24817,181,4,690
22316,573,7,810
22119,201,2,1320
21207,251,2,180
21007,186,1,510
20571,391,1,90
19710,270,3,180
19472,359,1,0
54825,561,14,540
51154,489,1,1170
49040,608,13,690
46718,941,3,330
44632,807,12,510
44192,997,21,30
43021,553,4,1020
42309,260,0,990
41090,244,0,750
40590,723,17,960
65397,3753,8,1110
54490,2080,10,990
44941,6940,1,930
36283,5202,9,840
34720,3801,4,1050
30157,1557,5,780
30115,865,3,840
28815,2124,3,870
28653,2964,0,1050
28642,1197,1,630
86005,1823,6,390
55508,5329,52,300
48631,1226,4,120
44190,1793,1,1020
35528,1176,13,1320
34745,5949,19,30
32732,714,3,780
31812,1397,0,1020
30791,944,0,960
30078,1866,7,1140
12632,190,2,1290
11000,78,0,60
10829,219,1,600
10747,91,1,570
10617,206,1,870
10531,326,1,1230
10195,208,1,300
9698,456,0,450
9449,263,2,1320
9370,266,3,690
18742,396,5,1320
17728,210,4,0
16744,430,3,1230
12079,554,4,930
10566,259,7,1350
10427,247,1,1230
9720,185,40,180
9455,446,10,900
9192,243,3,510
187634,2612,44,960
182087,1552,32,690
173905,2281,34,1290
169996,2099,45,1200
168289,1999,54,1140
168068,1476,259,1080
156181,4137,53,1320
153486,3205,59,870
152646,1038,76,1290
143316,3502,102,840
68071,3186,8,1020
51400,455,16,0
45650,453,4,1200
43755,825,15,840
43054,628,15,720
42544,356,6,1020
42397,294,2,570
41804,368,15,840
41727,518,4,960
41612,676,13,750
99420,1470,39,1380
72323,694,44,210
60953,571,44,1080
57670,700,17,840
57273,460,21,1110
54790,502,39,1230
53883,1542,14,960
53098,768,25,870
52804,758,24,0
50514,936,14,990
54979,648,1,1320
28387,339,1,720
21805,151,3,840
20832,170,1,570
20388,130,0,570
18223,304,3,870
18051,414,1,150
17356,149,3,1020
17117,829,6,690
16461,107,1,780
38818,373,4,1170
34529,686,17,690
30812,1244,2,810
28414,429,4,1020
24503,1636,6,900
22039,496,7,720
20516,845,0,930
18022,550,9,630
17485,546,1,870
16912,353,1,1110
120922,2062,17,780
120319,3468,13,900
116003,2614,22,1140
111007,1256,0,60
109320,1097,12,1380
98287,914,11,540
98225,932,2,1080
96984,1298,5,1110
94427,846,6,870
92863,3186,10,780
23539,450,45,750
21486,567,12,600
20660,346,5,540
20128,230,5,690
19806,370,3,660
19603,313,1,750
19421,355,3,420
19232,446,3,870
19194,269,12,870
18160,492,7,1110
99002,4591,6,900
97163,1825,0,300
82005,2308,2,1050
76050,1939,7,90
75994,4036,11,150
64005,2833,4,990
60931,2522,2,1110
52351,1565,11,1110
51815,4991,4,780
50448,5761,7,1230
22393,119,5,1050
18542,99,3,930
16501,140,0,780
15323,105,3,570
14320,72,6,1200
12903,118,10,930
11856,251,3,960
11802,149,0,840
11748,126,9,1230
11266,129,3,420
70134,1687,20,1050
59996,1192,42,0
52609,365,22,1350
51965,378,36,1170
47736,601,20,780
47442,407,13,1050
46107,227,10,1110
42679,659,6,1050
36785,374,68,660
36420,343,125,990
3756,68,0,450
1577,24,0,750
1481,28,1,1080
1437,34,0,1230
1419,35,0,510
1391,48,0,450
1354,16,0,810
1347,115,0,1080
1200,40,0,840
1196,40,1,330
75452,957,4,1110
58500,731,10,1410
54125,443,1,1380
52185,357,4,1290
45337,659,5,1200
44891,314,8,0
41872,673,3,1200
40273,409,2,720
40215,436,1,390
37436,277,5,1380
45034,1347,5,780
31621,749,11,870
29075,495,6,900
26211,1151,2,360
24176,1346,2,1080
23667,2211,0,1110
23070,271,0,600
22680,613,1,1110
22638,1347,0,600
22586,666,0,1110
44732,544,6,630
31293,727,4,1410
29581,560,7,180
26587,475,1,780
25831,997,3,1380
24936,352,1,1320
22692,240,4,840
22281,549,4,1200
22178,491,3,360
22075,360,3,990
24774,197,2,1290
11495,464,2,1260
11029,357,1,990
10679,497,0,240
10017,379,2,1200
9758,264,1,0
9454,190,1,30
8872,281,0,1200
8757,138,0,810
8732,675,0,870
9941,311,3,780
5866,206,3,750
5775,77,1,720
3971,107,0,30
3957,118,0,240
3602,122,0,1170
3471,43,0,930
3252,89,0,1350
84295,1106,19,1080
70893,506,1,780
65252,634,49,570
64755,412,0,1020
61089,512,20,1110
59791,317,16,960
56749,1188,3,1020
56077,514,7,1350
55162,1082,2,1320
54737,427,0,1380
89414,1649,58,720
82326,1837,18,960
72881,1096,7,870
64888,482,5,1260
64479,1156,47,1410
62611,921,11,1320
61030,2709,48,1320
60540,624,22,630
59186,428,19,1050
59069,944,20,510
44390,2673,24,780
26998,1304,0,660
25624,1287,2,150
22455,186,2,900
22377,354,11,840
22260,1528,2,60
21980,1196,4,1050
21317,596,2,0
21185,303,54,630
21032,611,1,30
56587,2550,6,1290
40929,1638,51,180
37086,753,22,1020
37011,516,33,660
34863,646,28,1350
34131,271,4,810
32835,1301,8,1200
32010,251,35,960
31709,376,11,960
31049,982,29,1170
12863,88,0,1050
10341,411,182,270
8271,123,3,720
7475,89,1,450
6101,72,8,150
5423,56,0,300
5230,122,4,1320
5166,30,0,360
4814,31,2,1410
4716,30,2,1410
53237,1194,4,1260
39412,973,0,1230
38155,1210,5,1230
31286,1211,0,30
